,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays
767.0,loomio.csv,gr,BATCHBISECT,2,74.6341463414634,103.0,0.0
786.0,loomio.csv,gr,BATCHBISECT,4,68.2926829268293,309.0,0.0
805.0,loomio.csv,gr,BATCH4,4,62.4390243902439,309.0,0.0
824.0,loomio.csv,gr,BATCHSTOP4,4,62.4390243902439,309.0,0.0
843.0,loomio.csv,gr,BATCHBISECT,8,71.219512195122,725.0,0.0
862.0,loomio.csv,gr,BATCHSTOP4,8,65.3658536585366,725.0,0.0
881.0,loomio.csv,gr,BATCHBISECT,16,74.6341463414634,1557.0,0.0
900.0,loomio.csv,gr,BATCHSTOP4,16,68.2926829268293,1557.0,0.0
777.0,metasploit-framework.csv,gr,BATCHBISECT,2,56.2905317769131,386.0,0.0
796.0,metasploit-framework.csv,gr,BATCHBISECT,4,37.2243839169909,1158.0,0.0
815.0,metasploit-framework.csv,gr,BATCH4,4,36.9649805447471,1158.0,0.0
834.0,metasploit-framework.csv,gr,BATCHSTOP4,4,36.9649805447471,1158.0,0.0
853.0,metasploit-framework.csv,gr,BATCHBISECT,8,30.2204928664073,2706.0,0.0
872.0,metasploit-framework.csv,gr,BATCHSTOP4,8,29.9610894941634,2706.0,0.0
891.0,metasploit-framework.csv,gr,BATCHBISECT,16,28.1452658884566,5802.0,0.0
910.0,metasploit-framework.csv,gr,BATCHSTOP4,16,27.8858625162127,5802.0,0.0
768.0,opal.csv,gr,BATCHBISECT,2,58.0357142857143,112.0,0.0
787.0,opal.csv,gr,BATCHBISECT,4,40.1785714285714,336.0,0.0
806.0,opal.csv,gr,BATCH4,4,39.2857142857143,336.0,0.0
825.0,opal.csv,gr,BATCHSTOP4,4,39.2857142857143,336.0,0.0
844.0,opal.csv,gr,BATCHBISECT,8,34.8214285714286,784.0,0.0
863.0,opal.csv,gr,BATCHSTOP4,8,33.9285714285714,784.0,0.0
882.0,opal.csv,gr,BATCHBISECT,16,34.8214285714286,1680.0,0.0
901.0,opal.csv,gr,BATCHSTOP4,16,33.9285714285714,1680.0,0.0
769.0,open-build-service.csv,gr,BATCHBISECT,2,70.6008583690987,233.0,0.0
788.0,open-build-service.csv,gr,BATCHBISECT,4,64.1630901287554,701.0,0.0
807.0,open-build-service.csv,gr,BATCH4,4,62.0171673819743,701.0,0.0
826.0,open-build-service.csv,gr,BATCHSTOP4,4,62.0171673819743,701.0,0.0
845.0,open-build-service.csv,gr,BATCHBISECT,8,66.7381974248927,1637.0,0.0
864.0,open-build-service.csv,gr,BATCHSTOP4,8,64.5922746781116,1637.0,0.0
883.0,open-build-service.csv,gr,BATCHBISECT,16,71.2446351931331,3509.0,0.0
902.0,open-build-service.csv,gr,BATCHSTOP4,16,69.0987124463519,3509.0,0.0
770.0,orbeon-forms.csv,gr,BATCHBISECT,2,67.381974248927,117.0,0.0
789.0,orbeon-forms.csv,gr,BATCHBISECT,4,59.656652360515,351.0,0.0
808.0,orbeon-forms.csv,gr,BATCH4,4,59.656652360515,351.0,0.0
827.0,orbeon-forms.csv,gr,BATCHSTOP4,4,59.656652360515,351.0,0.0
846.0,orbeon-forms.csv,gr,BATCHBISECT,8,60.9442060085837,819.0,0.0
865.0,orbeon-forms.csv,gr,BATCHSTOP4,8,60.9442060085837,819.0,0.0
884.0,orbeon-forms.csv,gr,BATCHBISECT,16,63.9484978540773,1779.0,0.0
903.0,orbeon-forms.csv,gr,BATCHSTOP4,16,63.9484978540773,1779.0,0.0
771.0,puppet.csv,gr,BATCHBISECT,2,56.5217391304348,35.0,0.0
790.0,puppet.csv,gr,BATCHBISECT,4,34.7826086956522,105.0,0.0
809.0,puppet.csv,gr,BATCH4,4,31.8840579710145,105.0,0.0
828.0,puppet.csv,gr,BATCHSTOP4,4,31.8840579710145,105.0,0.0
847.0,puppet.csv,gr,BATCHBISECT,8,24.6376811594203,249.0,0.0
866.0,puppet.csv,gr,BATCHSTOP4,8,21.7391304347826,249.0,0.0
885.0,puppet.csv,gr,BATCHBISECT,16,21.7391304347826,545.0,0.0
904.0,puppet.csv,gr,BATCHSTOP4,16,18.8405797101449,545.0,0.0
772.0,rails.csv,gr,BATCHBISECT,2,70.4807041299932,739.0,0.0
791.0,rails.csv,gr,BATCHBISECT,4,63.3716993906567,2217.0,0.0
810.0,rails.csv,gr,BATCH4,4,60.7989167230873,2217.0,0.0
829.0,rails.csv,gr,BATCHSTOP4,4,60.7989167230873,2217.0,0.0
848.0,rails.csv,gr,BATCHBISECT,8,65.1997291807718,5177.0,0.0
867.0,rails.csv,gr,BATCHSTOP4,8,62.5592417061611,5177.0,0.0
886.0,rails.csv,gr,BATCHBISECT,16,68.9911983750846,11105.0,0.0
905.0,rails.csv,gr,BATCHSTOP4,16,66.3507109004739,11105.0,0.0
773.0,rubinius.csv,gr,BATCHBISECT,2,81.8181818181818,110.0,0.0
792.0,rubinius.csv,gr,BATCHBISECT,4,82.2727272727273,330.0,0.0
811.0,rubinius.csv,gr,BATCH4,4,75.9090909090909,330.0,0.0
830.0,rubinius.csv,gr,BATCHSTOP4,4,75.9090909090909,330.0,0.0
849.0,rubinius.csv,gr,BATCHBISECT,8,89.0909090909091,778.0,0.0
868.0,rubinius.csv,gr,BATCHSTOP4,8,82.7272727272727,778.0,0.0
887.0,rubinius.csv,gr,BATCHBISECT,16,95.4545454545455,1674.0,0.0
906.0,rubinius.csv,gr,BATCHSTOP4,16,88.6363636363636,1674.0,0.0
774.0,sonarqube.csv,gr,BATCHBISECT,2,64.6666666666667,150.0,0.0
793.0,sonarqube.csv,gr,BATCHBISECT,4,54.3333333333333,450.0,0.0
812.0,sonarqube.csv,gr,BATCH4,4,54.3333333333333,450.0,0.0
831.0,sonarqube.csv,gr,BATCHSTOP4,4,54.3333333333333,450.0,0.0
850.0,sonarqube.csv,gr,BATCHBISECT,8,54.0,1058.0,0.0
869.0,sonarqube.csv,gr,BATCHSTOP4,8,54.0,1058.0,0.0
888.0,sonarqube.csv,gr,BATCHBISECT,16,57.0,2274.0,0.0
907.0,sonarqube.csv,gr,BATCHSTOP4,16,57.0,2274.0,0.0
775.0,sufia.csv,gr,BATCHBISECT,2,63.1578947368421,10.0,0.0
794.0,sufia.csv,gr,BATCHBISECT,4,47.3684210526316,30.0,0.0
813.0,sufia.csv,gr,BATCH4,4,47.3684210526316,30.0,0.0
832.0,sufia.csv,gr,BATCHSTOP4,4,47.3684210526316,30.0,0.0
851.0,sufia.csv,gr,BATCHBISECT,8,47.3684210526316,74.0,0.0
870.0,sufia.csv,gr,BATCHSTOP4,8,47.3684210526316,74.0,0.0
889.0,sufia.csv,gr,BATCHBISECT,16,52.6315789473684,162.0,0.0
908.0,sufia.csv,gr,BATCHSTOP4,16,52.6315789473684,162.0,0.0
776.0,vagrant.csv,gr,BATCHBISECT,2,56.3380281690141,142.0,0.0
795.0,vagrant.csv,gr,BATCHBISECT,4,37.6760563380282,426.0,0.0
814.0,vagrant.csv,gr,BATCH4,4,37.6760563380282,426.0,0.0
833.0,vagrant.csv,gr,BATCHSTOP4,4,37.6760563380282,426.0,0.0
852.0,vagrant.csv,gr,BATCHBISECT,8,31.6901408450704,1002.0,0.0
871.0,vagrant.csv,gr,BATCHSTOP4,8,31.6901408450704,1002.0,0.0
890.0,vagrant.csv,gr,BATCHBISECT,16,30.9859154929577,2154.0,0.0
909.0,vagrant.csv,gr,BATCHSTOP4,16,30.6338028169014,2154.0,0.0
152.0,rails.csv,sbs,BATCHBISECT,2,7.582938388625592,0.0,1800.0
153.0,rails.csv,sbs,BATCH4,4,7.582938388625592,0.0,1800.0
154.0,rails.csv,sbs,BATCHBISECT,4,7.582938388625592,0.0,1800.0
155.0,rails.csv,sbs,BATCHSTOP4,4,7.582938388625592,0.0,1800.0
156.0,rails.csv,sbs,BATCHBISECT,8,7.582938388625592,0.0,1800.0
157.0,rails.csv,sbs,BATCHSTOP4,8,7.582938388625592,0.0,1800.0
158.0,rails.csv,sbs,BATCHBISECT,16,7.582938388625592,0.0,1800.0
159.0,rails.csv,sbs,BATCHSTOP4,16,7.582938388625592,0.0,1800.0
160.0,jruby.csv,sbs,BATCHBISECT,2,4.358353510895884,0.0,2691.0
161.0,jruby.csv,sbs,BATCH4,4,4.358353510895884,0.0,2691.0
162.0,jruby.csv,sbs,BATCHBISECT,4,4.358353510895884,0.0,2691.0
163.0,jruby.csv,sbs,BATCHSTOP4,4,4.358353510895884,0.0,2691.0
164.0,jruby.csv,sbs,BATCHBISECT,8,4.358353510895884,0.0,2691.0
165.0,jruby.csv,sbs,BATCHSTOP4,8,4.358353510895884,0.0,2691.0
166.0,jruby.csv,sbs,BATCHBISECT,16,4.358353510895884,0.0,2691.0
167.0,jruby.csv,sbs,BATCHSTOP4,16,4.358353510895884,0.0,2691.0
168.0,metasploit-framework.csv,sbs,BATCHBISECT,2,0.3891050583657587,0.0,3925.0
169.0,metasploit-framework.csv,sbs,BATCH4,4,0.3891050583657587,0.0,3925.0
170.0,metasploit-framework.csv,sbs,BATCHBISECT,4,0.3891050583657587,0.0,3925.0
171.0,metasploit-framework.csv,sbs,BATCHSTOP4,4,0.3891050583657587,0.0,3925.0
172.0,metasploit-framework.csv,sbs,BATCHBISECT,8,0.3891050583657587,0.0,3925.0
173.0,metasploit-framework.csv,sbs,BATCHSTOP4,8,0.3891050583657587,0.0,3925.0
174.0,metasploit-framework.csv,sbs,BATCHBISECT,16,0.3891050583657587,0.0,3925.0
175.0,metasploit-framework.csv,sbs,BATCHSTOP4,16,0.3891050583657587,0.0,3925.0
176.0,vagrant.csv,sbs,BATCHBISECT,2,0.0,0.0,932.0
177.0,vagrant.csv,sbs,BATCH4,4,0.0,0.0,932.0
178.0,vagrant.csv,sbs,BATCHBISECT,4,0.0,0.0,932.0
179.0,vagrant.csv,sbs,BATCHSTOP4,4,0.0,0.0,932.0
180.0,vagrant.csv,sbs,BATCHBISECT,8,0.0,0.0,932.0
181.0,vagrant.csv,sbs,BATCHSTOP4,8,0.0,0.0,932.0
182.0,vagrant.csv,sbs,BATCHBISECT,16,0.0,0.0,932.0
183.0,vagrant.csv,sbs,BATCHSTOP4,16,0.0,0.0,932.0
184.0,opal.csv,sbs,BATCHBISECT,2,0.4464285714285714,0.0,570.0
185.0,opal.csv,sbs,BATCH4,4,0.4464285714285714,0.0,570.0
186.0,opal.csv,sbs,BATCHBISECT,4,0.4464285714285714,0.0,570.0
187.0,opal.csv,sbs,BATCHSTOP4,4,0.4464285714285714,0.0,570.0
188.0,opal.csv,sbs,BATCHBISECT,8,0.4464285714285714,0.0,570.0
189.0,opal.csv,sbs,BATCHSTOP4,8,0.4464285714285714,0.0,570.0
190.0,opal.csv,sbs,BATCHBISECT,16,0.4464285714285714,0.0,570.0
191.0,opal.csv,sbs,BATCHSTOP4,16,0.4464285714285714,0.0,570.0
192.0,cloudify.csv,sbs,BATCHBISECT,2,0.819672131147541,0.0,1060.0
193.0,cloudify.csv,sbs,BATCH4,4,0.819672131147541,0.0,1060.0
194.0,cloudify.csv,sbs,BATCHBISECT,4,0.819672131147541,0.0,1060.0
195.0,cloudify.csv,sbs,BATCHSTOP4,4,0.819672131147541,0.0,1060.0
196.0,cloudify.csv,sbs,BATCHBISECT,8,0.819672131147541,0.0,1060.0
197.0,cloudify.csv,sbs,BATCHSTOP4,8,0.819672131147541,0.0,1060.0
198.0,cloudify.csv,sbs,BATCHBISECT,16,0.819672131147541,0.0,1060.0
199.0,cloudify.csv,sbs,BATCHSTOP4,16,0.819672131147541,0.0,1060.0
200.0,cloud_controller_ng.csv,sbs,BATCHBISECT,2,3.1620553359683794,0.0,765.0
201.0,cloud_controller_ng.csv,sbs,BATCH4,4,3.1620553359683794,0.0,765.0
202.0,cloud_controller_ng.csv,sbs,BATCHBISECT,4,3.1620553359683794,0.0,765.0
203.0,cloud_controller_ng.csv,sbs,BATCHSTOP4,4,3.1620553359683794,0.0,765.0
204.0,cloud_controller_ng.csv,sbs,BATCHBISECT,8,3.1620553359683794,0.0,765.0
205.0,cloud_controller_ng.csv,sbs,BATCHSTOP4,8,3.1620553359683794,0.0,765.0
206.0,cloud_controller_ng.csv,sbs,BATCHBISECT,16,3.1620553359683794,0.0,765.0
207.0,cloud_controller_ng.csv,sbs,BATCHSTOP4,16,3.1620553359683794,0.0,765.0
208.0,rubinius.csv,sbs,BATCHBISECT,2,9.090909090909092,0.0,676.0
209.0,rubinius.csv,sbs,BATCH4,4,9.090909090909092,0.0,676.0
210.0,rubinius.csv,sbs,BATCHBISECT,4,9.090909090909092,0.0,676.0
211.0,rubinius.csv,sbs,BATCHSTOP4,4,9.090909090909092,0.0,676.0
212.0,rubinius.csv,sbs,BATCHBISECT,8,9.090909090909092,0.0,676.0
213.0,rubinius.csv,sbs,BATCHSTOP4,8,9.090909090909092,0.0,676.0
214.0,rubinius.csv,sbs,BATCHBISECT,16,9.090909090909092,0.0,676.0
215.0,rubinius.csv,sbs,BATCHSTOP4,16,9.090909090909092,0.0,676.0
216.0,open-build-service.csv,sbs,BATCHBISECT,2,6.223175965665236,0.0,635.0
217.0,open-build-service.csv,sbs,BATCH4,4,6.223175965665236,0.0,635.0
218.0,open-build-service.csv,sbs,BATCHBISECT,4,6.223175965665236,0.0,635.0
219.0,open-build-service.csv,sbs,BATCHSTOP4,4,6.223175965665236,0.0,635.0
220.0,open-build-service.csv,sbs,BATCHBISECT,8,6.223175965665236,0.0,635.0
221.0,open-build-service.csv,sbs,BATCHSTOP4,8,6.223175965665236,0.0,635.0
222.0,open-build-service.csv,sbs,BATCHBISECT,16,6.223175965665236,0.0,635.0
223.0,open-build-service.csv,sbs,BATCHSTOP4,16,6.223175965665236,0.0,635.0
224.0,gradle.csv,sbs,BATCHBISECT,2,0.1795332136445242,0.0,3001.0
225.0,gradle.csv,sbs,BATCH4,4,0.1795332136445242,0.0,3001.0
226.0,gradle.csv,sbs,BATCHBISECT,4,0.1795332136445242,0.0,3001.0
227.0,gradle.csv,sbs,BATCHSTOP4,4,0.1795332136445242,0.0,3001.0
228.0,gradle.csv,sbs,BATCHBISECT,8,0.1795332136445242,0.0,3001.0
229.0,gradle.csv,sbs,BATCHSTOP4,8,0.1795332136445242,0.0,3001.0
230.0,gradle.csv,sbs,BATCHBISECT,16,0.1795332136445242,0.0,3001.0
231.0,gradle.csv,sbs,BATCHSTOP4,16,0.1795332136445242,0.0,3001.0
232.0,sonarqube.csv,sbs,BATCHBISECT,2,5.666666666666667,0.0,375.0
233.0,sonarqube.csv,sbs,BATCH4,4,5.666666666666667,0.0,375.0
234.0,sonarqube.csv,sbs,BATCHBISECT,4,5.666666666666667,0.0,375.0
235.0,sonarqube.csv,sbs,BATCHSTOP4,4,5.666666666666667,0.0,375.0
236.0,sonarqube.csv,sbs,BATCHBISECT,8,5.666666666666667,0.0,375.0
237.0,sonarqube.csv,sbs,BATCHSTOP4,8,5.666666666666667,0.0,375.0
238.0,sonarqube.csv,sbs,BATCHBISECT,16,5.666666666666667,0.0,375.0
239.0,sonarqube.csv,sbs,BATCHSTOP4,16,5.666666666666667,0.0,375.0
240.0,loomio.csv,sbs,BATCHBISECT,2,11.707317073170731,0.0,309.0
241.0,loomio.csv,sbs,BATCH4,4,11.707317073170731,0.0,309.0
242.0,loomio.csv,sbs,BATCHBISECT,4,11.707317073170731,0.0,309.0
243.0,loomio.csv,sbs,BATCHSTOP4,4,11.707317073170731,0.0,309.0
244.0,loomio.csv,sbs,BATCHBISECT,8,11.707317073170731,0.0,309.0
245.0,loomio.csv,sbs,BATCHSTOP4,8,11.707317073170731,0.0,309.0
246.0,loomio.csv,sbs,BATCHBISECT,16,11.707317073170731,0.0,309.0
247.0,loomio.csv,sbs,BATCHSTOP4,16,11.707317073170731,0.0,309.0
248.0,fog.csv,sbs,BATCHBISECT,2,11.11111111111111,0.0,409.0
249.0,fog.csv,sbs,BATCH4,4,11.11111111111111,0.0,409.0
250.0,fog.csv,sbs,BATCHBISECT,4,11.11111111111111,0.0,409.0
251.0,fog.csv,sbs,BATCHSTOP4,4,11.11111111111111,0.0,409.0
252.0,fog.csv,sbs,BATCHBISECT,8,11.11111111111111,0.0,409.0
253.0,fog.csv,sbs,BATCHSTOP4,8,11.11111111111111,0.0,409.0
254.0,fog.csv,sbs,BATCHBISECT,16,11.11111111111111,0.0,409.0
255.0,fog.csv,sbs,BATCHSTOP4,16,11.11111111111111,0.0,409.0
256.0,puppet.csv,sbs,BATCHBISECT,2,0.0,0.0,72.0
257.0,puppet.csv,sbs,BATCH4,4,0.0,0.0,72.0
258.0,puppet.csv,sbs,BATCHBISECT,4,0.0,0.0,72.0
259.0,puppet.csv,sbs,BATCHSTOP4,4,0.0,0.0,72.0
260.0,puppet.csv,sbs,BATCHBISECT,8,0.0,0.0,72.0
261.0,puppet.csv,sbs,BATCHSTOP4,8,0.0,0.0,72.0
262.0,puppet.csv,sbs,BATCHBISECT,16,0.0,0.0,72.0
263.0,puppet.csv,sbs,BATCHSTOP4,16,0.0,0.0,72.0
264.0,concerto.csv,sbs,BATCHBISECT,2,0.0,0.0,2069.0
265.0,concerto.csv,sbs,BATCH4,4,0.0,0.0,2069.0
266.0,concerto.csv,sbs,BATCHBISECT,4,0.0,0.0,2069.0
267.0,concerto.csv,sbs,BATCHSTOP4,4,0.0,0.0,2069.0
268.0,concerto.csv,sbs,BATCHBISECT,8,0.0,0.0,2069.0
269.0,concerto.csv,sbs,BATCHSTOP4,8,0.0,0.0,2069.0
270.0,concerto.csv,sbs,BATCHBISECT,16,0.0,0.0,2069.0
271.0,concerto.csv,sbs,BATCHSTOP4,16,0.0,0.0,2069.0
272.0,sufia.csv,sbs,BATCHBISECT,2,0.0,0.0,5.0
273.0,sufia.csv,sbs,BATCH4,4,0.0,0.0,5.0
274.0,sufia.csv,sbs,BATCHBISECT,4,0.0,0.0,5.0
275.0,sufia.csv,sbs,BATCHSTOP4,4,0.0,0.0,5.0
276.0,sufia.csv,sbs,BATCHBISECT,8,0.0,0.0,5.0
277.0,sufia.csv,sbs,BATCHSTOP4,8,0.0,0.0,5.0
278.0,sufia.csv,sbs,BATCHBISECT,16,0.0,0.0,5.0
279.0,sufia.csv,sbs,BATCHSTOP4,16,0.0,0.0,5.0
280.0,geoserver.csv,sbs,BATCHBISECT,2,77.38095238095238,0.0,19.0
281.0,geoserver.csv,sbs,BATCH4,4,77.38095238095238,0.0,19.0
282.0,geoserver.csv,sbs,BATCHBISECT,4,77.38095238095238,0.0,19.0
283.0,geoserver.csv,sbs,BATCHSTOP4,4,77.38095238095238,0.0,19.0
284.0,geoserver.csv,sbs,BATCHBISECT,8,77.38095238095238,0.0,19.0
285.0,geoserver.csv,sbs,BATCHSTOP4,8,77.38095238095238,0.0,19.0
286.0,geoserver.csv,sbs,BATCHBISECT,16,77.38095238095238,0.0,19.0
287.0,geoserver.csv,sbs,BATCHSTOP4,16,77.38095238095238,0.0,19.0
288.0,orbeon-forms.csv,sbs,BATCHBISECT,2,7.725321888412017,0.0,361.0
289.0,orbeon-forms.csv,sbs,BATCH4,4,7.725321888412017,0.0,361.0
290.0,orbeon-forms.csv,sbs,BATCHBISECT,4,7.725321888412017,0.0,361.0
291.0,orbeon-forms.csv,sbs,BATCHSTOP4,4,7.725321888412017,0.0,361.0
292.0,orbeon-forms.csv,sbs,BATCHBISECT,8,7.725321888412017,0.0,361.0
293.0,orbeon-forms.csv,sbs,BATCHSTOP4,8,7.725321888412017,0.0,361.0
294.0,orbeon-forms.csv,sbs,BATCHBISECT,16,7.725321888412017,0.0,361.0
295.0,orbeon-forms.csv,sbs,BATCHSTOP4,16,7.725321888412017,0.0,361.0
296.0,graylog2-server.csv,sbs,BATCHBISECT,2,99.00249376558604,0.0,0.0
297.0,graylog2-server.csv,sbs,BATCH4,4,99.00249376558604,0.0,0.0
298.0,graylog2-server.csv,sbs,BATCHBISECT,4,99.00249376558604,0.0,0.0
299.0,graylog2-server.csv,sbs,BATCHSTOP4,4,99.00249376558604,0.0,0.0
300.0,graylog2-server.csv,sbs,BATCHBISECT,8,99.00249376558604,0.0,0.0
301.0,graylog2-server.csv,sbs,BATCHSTOP4,8,99.00249376558604,0.0,0.0
302.0,graylog2-server.csv,sbs,BATCHBISECT,16,99.00249376558604,0.0,0.0
303.0,graylog2-server.csv,sbs,BATCHSTOP4,16,99.00249376558604,0.0,0.0
0.0,sonarqube.csv,ssr,BATCH4,4,18.33333396911621,157.0,92.0
1.0,sonarqube.csv,ssr,BATCHSTOP4,4,18.33333396911621,157.0,92.0
2.0,sonarqube.csv,ssr,BATCHSTOP4,8,30.66666603088379,547.0,77.0
3.0,sonarqube.csv,ssr,BATCHSTOP4,16,38.66666793823242,1588.0,66.0
4.0,sonarqube.csv,ssr,BATCHBISECT,1,35.66666793823242,0.0,38.0
5.0,sonarqube.csv,ssr,BATCHBISECT,2,25.0,57.0,43.0
6.0,sonarqube.csv,ssr,BATCHBISECT,4,19.0,157.0,92.0
7.0,sonarqube.csv,ssr,BATCHBISECT,8,30.66666603088379,547.0,77.0
8.0,sonarqube.csv,ssr,BATCHBISECT,16,38.66666793823242,1588.0,66.0
9.0,loomio.csv,ssr,BATCH4,4,43.90243911743164,180.0,31.0
10.0,loomio.csv,ssr,BATCHSTOP4,4,43.90243911743164,180.0,31.0
11.0,loomio.csv,ssr,BATCHSTOP4,8,41.46341323852539,420.0,71.0
12.0,loomio.csv,ssr,BATCHSTOP4,16,66.34146118164062,1203.0,29.0
13.0,loomio.csv,ssr,BATCHBISECT,1,37.07316970825195,0.0,40.0
14.0,loomio.csv,ssr,BATCHBISECT,2,41.46341323852539,53.0,28.0
15.0,loomio.csv,ssr,BATCHBISECT,4,46.82926940917969,180.0,31.0
16.0,loomio.csv,ssr,BATCHBISECT,8,45.36585235595703,420.0,71.0
17.0,loomio.csv,ssr,BATCHBISECT,16,68.29268646240234,1203.0,29.0
18.0,concerto.csv,ssr,BATCH4,4,13.448275566101074,133.0,76.0
19.0,concerto.csv,ssr,BATCHSTOP4,4,13.448275566101074,133.0,76.0
20.0,concerto.csv,ssr,BATCHSTOP4,8,20.68965530395508,413.0,62.0
21.0,concerto.csv,ssr,BATCHSTOP4,16,20.68965530395508,1321.0,79.0
